year_week,moodulation_potentional,k0_au2/s,k0_m2/s,V,year,month
1983.12,876,1.28584474885845E-004,2.89315068493151E+018,512,1983,2
1983.20,816,1.28063725490196E-004,2.88143382352941E+018,475,1983,3
1983.29,807,1.43667905824040E-004,3.23252788104089E+018,527,1983,4
1983.37,890,1.27550561797753E-004,2.86988764044944E+018,516,1983,5
1983.45,834,1.17649880095923E-004,2.64712230215827E+018,446,1983,6
1983.54,776,1.25025773195876E-004,2.81307989690722E+018,441,1983,7
1983.62,777,1.27979407979408E-004,2.87953667953668E+018,452,1983,8
1983.70,748,1.37941176470588E-004,3.10367647058823E+018,469,1983,9
1983.79,743,1.34427994616420E-004,3.02462987886945E+018,454,1983,10
1983.87,733,1.52469304229195E-004,3.43055934515689E+018,508,1983,11
1983.95,731,1.39945280437757E-004,3.14876880984952E+018,465,1983,12
1984.04,710,1.39746478873239E-004,3.14429577464789E+018,451,1984,1
1984.12,722,1.32548476454294E-004,2.98234072022161E+018,435,1984,2
1984.20,763,1.45032765399738E-004,3.26323722149410E+018,503,1984,3
1984.29,791,1.52692793931732E-004,3.43558786346397E+018,549,1984,4
1984.37,859,1.18323632130384E-004,2.66228172293364E+018,462,1984,5
1984.45,807,1.28128872366791E-004,2.88289962825279E+018,470,1984,6
1984.54,784,1.27959183673469E-004,2.87908163265306E+018,456,1984,7
1984.62,747,1.39303882195448E-004,3.13433734939759E+018,473,1984,8
1984.70,731,1.68235294117647E-004,3.78529411764706E+018,559,1984,9
1984.79,730,1.43150684931507E-004,3.22089041095890E+018,475,1984,10
1984.87,739,1.53017591339648E-004,3.44289580514208E+018,514,1984,11
1984.95,725,1.62951724137931E-004,3.66641379310345E+018,537,1984,12
1985.04,709,1.52045133991537E-004,3.42101551480959E+018,490,1985,1
1985.12,665,1.58796992481203E-004,3.57293233082707E+018,480,1985,2
1985.20,654,1.57094801223242E-004,3.53463302752294E+018,467,1985,3
1985.29,637,1.72684458398744E-004,3.88540031397174E+018,500,1985,4
1985.37,629,1.30461049284579E-004,2.93537360890302E+018,373,1985,5
1985.45,596,1.60939597315436E-004,3.62114093959732E+018,436,1985,6
1985.54,606,1.79339933993399E-004,4.03514851485149E+018,494,1985,7
1985.62,606,1.80066006600660E-004,4.05148514851485E+018,496,1985,8
1985.70,575,1.79826086956522E-004,4.04608695652174E+018,470,1985,9
1985.79,571,1.83397548161121E-004,4.12644483362522E+018,476,1985,10
1985.87,554,1.87833935018051E-004,4.22626353790614E+018,473,1985,11
1985.95,561,1.78431372549020E-004,4.01470588235294E+018,455,1985,12
1986.04,564,1.94255319148936E-004,4.37074468085106E+018,498,1986,1
1986.12,627,2.06315789473684E-004,4.64210526315790E+018,588,1986,2
1986.20,578,1.84602076124568E-004,4.15354671280277E+018,485,1986,3
1986.29,524,1.78435114503817E-004,4.01479007633588E+018,425,1986,4
1986.37,515,1.69165048543689E-004,3.80621359223301E+018,396,1986,5
1986.45,511,1.72641878669276E-004,3.88444227005871E+018,401,1986,6
1986.54,508,1.87952755905512E-004,4.22893700787402E+018,434,1986,7
1986.62,507,2.15660749506903E-004,4.85236686390533E+018,497,1986,8
1986.70,503,2.25248508946322E-004,5.06809145129225E+018,515,1986,9
1986.79,488,2.15040983606557E-004,4.83842213114754E+018,477,1986,10
1986.87,524,1.70038167938931E-004,3.82585877862595E+018,405,1986,11
1986.95,491,1.76089613034623E-004,3.96201629327902E+018,393,1986,12
1987.04,466,1.84120171673820E-004,4.14270386266094E+018,390,1987,1
1987.12,446,2.32825112107623E-004,5.23856502242152E+018,472,1987,2
1987.20,447,2.39686800894855E-004,5.39295302013423E+018,487,1987,3
1987.29,451,1.72682926829268E-004,3.88536585365854E+018,354,1987,4
1987.37,470,1.64297872340426E-004,3.69670212765957E+018,351,1987,5
1987.45,507,1.62721893491124E-004,3.66124260355030E+018,375,1987,6
1987.54,527,1.55711574952562E-004,3.50351043643264E+018,373,1987,7
1987.62,551,1.86860254083485E-004,4.20435571687840E+018,468,1987,8
1987.70,571,1.86479859894921E-004,4.19579684763573E+018,484,1987,9
1987.79,571,1.88791593695271E-004,4.24781085814361E+018,490,1987,10
1987.87,597,1.71725293132328E-004,3.86381909547739E+018,466,1987,11
1987.95,594,1.58518518518519E-004,3.56666666666667E+018,428,1987,12
1988.04,665,1.30015037593985E-004,2.92533834586466E+018,393,1988,1
1988.12,640,1.45062500000000E-004,3.26390625000000E+018,422,1988,2
1988.20,627,1.51228070175439E-004,3.40263157894737E+018,431,1988,3
1988.29,642,1.50436137071651E-004,3.38481308411215E+018,439,1988,4
1988.37,636,1.52201257861635E-004,3.42452830188679E+018,440,1988,5
1988.45,646,1.36563467492260E-004,3.07267801857585E+018,401,1988,6
1988.54,691,1.34992764109986E-004,3.03733719247467E+018,424,1988,7
1988.62,703,1.37382645803698E-004,3.09110953058322E+018,439,1988,8
1988.70,694,1.41700288184438E-004,3.18825648414986E+018,447,1988,9
1988.79,712,1.34101123595506E-004,3.01727528089888E+018,434,1988,10
1988.87,723,1.28409405255878E-004,2.88921161825726E+018,422,1988,11
1988.95,796,1.26582914572864E-004,2.84811557788945E+018,458,1988,12
1989.04,828,1.28333333333333E-004,2.88750000000000E+018,483,1989,1
1989.12,832,1.32740384615385E-004,2.98665865384615E+018,502,1989,2
1989.20,980,1.25938775510204E-004,2.83362244897959E+018,561,1989,3
1989.29,956,1.12761506276151E-004,2.53713389121339E+018,490,1989,4
1989.37,1014,9.58974358974359E-005,2.15769230769231E+018,442,1989,5
1989.45,1000,8.99800000000000E-005,2.02455000000000E+018,409,1989,6
1989.54,912,9.09429824561404E-005,2.04621710526316E+018,377,1989,7
1989.62,952,1.00063025210084E-004,2.25141806722689E+018,433,1989,8
1989.70,986,8.72413793103448E-005,1.96293103448276E+018,391,1989,9
1989.79,1055,9.82180094786730E-005,2.20990521327014E+018,471,1989,10
1989.87,1126,9.04618117229130E-005,2.03539076376554E+018,463,1989,11
1989.95,1078,9.55102040816327E-005,2.14897959183673E+018,468,1989,12
1990.04,1018,1.02436149312377E-004,2.30481335952849E+018,474,1990,1
1990.12,1000,1.07360000000000E-004,2.41560000000000E+018,488,1990,2
1990.20,1034,9.34042553191489E-005,2.10159574468085E+018,439,1990,3
1990.29,1103,9.25475974614687E-005,2.08232094288305E+018,464,1990,4
1990.37,1123,8.63935886019591E-005,1.94385574354408E+018,441,1990,5
1990.45,1125,8.50666666666667E-005,1.91400000000000E+018,435,1990,6
1990.54,1036,8.38803088803089E-005,1.88730694980695E+018,395,1990,7
1990.62,1059,1.04910292728990E-004,2.36048158640227E+018,505,1990,8
1990.70,999,9.71171171171171E-005,2.18513513513513E+018,441,1990,9
1990.79,941,1.01232731137088E-004,2.27773645058448E+018,433,1990,10
1990.87,890,9.86292134831461E-005,2.21915730337079E+018,399,1990,11
1990.95,889,9.32958380202475E-005,2.09915635545557E+018,377,1990,12
1991.04,826,1.04406779661017E-004,2.34915254237288E+018,392,1991,1
1991.12,814,1.07837837837838E-004,2.42635135135135E+018,399,1991,2
1991.20,1018,9.33595284872299E-005,2.10058939096267E+018,432,1991,3
1991.29,990,9.15555555555556E-005,2.06000000000000E+018,412,1991,4
1991.37,972,9.30246913580247E-005,2.09305555555556E+018,411,1991,5
1991.45,1360,9.13970588235294E-005,2.05643382352941E+018,565,1991,6
1991.54,1334,8.49325337331334E-005,1.91098200899550E+018,515,1991,7
1991.62,1133,1.01941747572816E-004,2.29368932038835E+018,525,1991,8
1991.70,990,9.64444444444445E-005,2.17000000000000E+018,434,1991,9
1991.79,953,1.13578174186779E-004,2.55550891920252E+018,492,1991,10
1991.87,943,1.16415694591729E-004,2.61935312831389E+018,499,1991,11
1991.95,895,1.15284916201117E-004,2.59391061452514E+018,469,1991,12
1992.04,889,1.02452193475816E-004,2.30517435320585E+018,414,1992,1
1992.12,923,1.05352112676056E-004,2.37042253521127E+018,442,1992,2
1992.20,852,1.07159624413146E-004,2.41109154929578E+018,415,1992,3
1992.29,769,1.12145643693108E-004,2.52327698309493E+018,392,1992,4
1992.37,797,1.23663739021330E-004,2.78243412797992E+018,448,1992,5
1992.45,734,1.35177111716621E-004,3.04148501362398E+018,451,1992,6
1992.54,693,1.16825396825397E-004,2.62857142857143E+018,368,1992,7
1992.62,696,1.27385057471264E-004,2.86616379310345E+018,403,1992,8
1992.70,713,1.43786816269285E-004,3.23520336605891E+018,466,1992,9
1992.79,671,1.53114754098361E-004,3.44508196721311E+018,467,1992,10
1992.87,688,1.45174418604651E-004,3.26642441860465E+018,454,1992,11
1992.95,646,1.64148606811146E-004,3.69334365325077E+018,482,1992,12
1993.04,658,1.66838905775076E-004,3.75387537993921E+018,499,1993,1
1993.12,662,1.74471299093656E-004,3.92560422960725E+018,525,1993,2
1993.20,695,1.50676258992806E-004,3.39021582733813E+018,476,1993,3
1993.29,651,1.57818740399386E-004,3.55092165898617E+018,467,1993,4
1993.37,635,1.56944881889764E-004,3.53125984251969E+018,453,1993,5
1993.45,620,1.58612903225806E-004,3.56879032258064E+018,447,1993,6
1993.54,612,1.53856209150327E-004,3.46176470588235E+018,428,1993,7
1993.62,612,1.50261437908497E-004,3.38088235294118E+018,418,1993,8
1993.70,596,1.39161073825503E-004,3.13112416107382E+018,377,1993,9
1993.79,591,1.47038917089679E-004,3.30837563451777E+018,395,1993,10
1993.87,593,1.74367622259697E-004,3.92327150084317E+018,470,1993,11
1993.95,595,1.86722689075630E-004,4.20126050420168E+018,505,1993,12
1994.04,596,1.99328859060403E-004,4.48489932885906E+018,540,1994,1
1994.12,635,2.09259842519685E-004,4.70834645669291E+018,604,1994,2
1994.20,625,1.87264000000000E-004,4.21344000000000E+018,532,1994,3
1994.29,631,2.00475435816165E-004,4.51069730586371E+018,575,1994,4
1994.37,612,2.25751633986928E-004,5.07941176470588E+018,628,1994,5
1994.45,610,2.06295081967213E-004,4.64163934426229E+018,572,1994,6
1994.54,594,1.92592592592593E-004,4.33333333333333E+018,520,1994,7
1994.62,574,1.60209059233450E-004,3.60470383275261E+018,418,1994,8
1994.70,556,1.70143884892086E-004,3.82823741007194E+018,430,1994,9
1994.79,564,1.84113475177305E-004,4.14255319148936E+018,472,1994,10
1994.87,563,1.53570159857904E-004,3.45532859680284E+018,393,1994,11
1994.95,570,1.84491228070175E-004,4.15105263157895E+018,478,1994,12
1995.04,553,1.77432188065100E-004,3.99222423146474E+018,446,1995,1
1995.12,542,1.81033210332103E-004,4.07324723247233E+018,446,1995,2
1995.20,560,1.81107142857143E-004,4.07491071428571E+018,461,1995,3
1995.29,549,1.73916211293261E-004,3.91311475409836E+018,434,1995,4
1995.37,542,1.99704797047971E-004,4.49335793357934E+018,492,1995,5
1995.45,544,1.80367647058824E-004,4.05827205882353E+018,446,1995,6
1995.54,541,1.56561922365989E-004,3.52264325323475E+018,385,1995,7
1995.62,535,1.70242990654206E-004,3.83046728971963E+018,414,1995,8
1995.70,530,1.71433962264151E-004,3.85726415094340E+018,413,1995,9
1995.79,533,1.76247654784240E-004,3.96557223264540E+018,427,1995,10
1995.87,530,1.61056603773585E-004,3.62377358490566E+018,388,1995,11
1995.95,526,1.62699619771863E-004,3.66074144486692E+018,389,1995,12
1996.04,522,1.78275862068966E-004,4.01120689655172E+018,423,1996,1
1996.12,505,1.94297029702970E-004,4.37168316831683E+018,446,1996,2
1996.20,505,1.89069306930693E-004,4.25405940594059E+018,434,1996,3
1996.29,499,1.91783567134269E-004,4.31513026052104E+018,435,1996,4
1996.37,505,1.70336633663366E-004,3.83257425742574E+018,391,1996,5
1996.45,505,1.61188118811881E-004,3.62673267326733E+018,370,1996,6
1996.54,506,1.70434782608696E-004,3.83478260869565E+018,392,1996,7
1996.62,509,1.86719056974460E-004,4.20117878192534E+018,432,1996,8
1996.70,514,2.05875486381323E-004,4.63219844357977E+018,481,1996,9
1996.79,522,1.93869731800766E-004,4.36206896551724E+018,460,1996,10
1996.87,525,1.70133333333333E-004,3.82800000000000E+018,406,1996,11
1996.95,517,1.70638297872340E-004,3.83936170212766E+018,401,1996,12
1997.04,506,1.80000000000000E-004,4.05000000000000E+018,414,1997,1
1997.12,497,1.81046277665996E-004,4.07354124748491E+018,409,1997,2
1997.20,494,1.73238866396761E-004,3.89787449392712E+018,389,1997,3
1997.29,498,1.75381526104418E-004,3.94608433734940E+018,397,1997,4
1997.37,495,1.60000000000000E-004,3.60000000000000E+018,360,1997,5
1997.45,496,1.65443548387097E-004,3.72247983870968E+018,373,1997,6
1997.54,499,1.67975951903808E-004,3.77945891783567E+018,381,1997,7
1997.62,489,1.73210633946830E-004,3.89723926380368E+018,385,1997,8
1997.70,496,1.72540322580645E-004,3.88215725806452E+018,389,1997,9
1997.79,507,1.63155818540434E-004,3.67100591715976E+018,376,1997,10
1997.87,518,1.59691119691120E-004,3.59305019305019E+018,376,1997,11
1997.95,510,1.40627450980392E-004,3.16411764705882E+018,326,1997,12
1998.04,505,1.62495049504951E-004,3.65613861386139E+018,373,1998,1
1998.12,500,1.65880000000000E-004,3.73230000000000E+018,377,1998,2
1998.20,498,1.77590361445783E-004,3.99578313253012E+018,402,1998,3
1998.29,559,1.49552772808587E-004,3.36493738819320E+018,380,1998,4
1998.37,606,1.66633663366337E-004,3.74925742574257E+018,459,1998,5
1998.45,583,1.56226415094340E-004,3.51509433962264E+018,414,1998,6
1998.54,554,1.66389891696751E-004,3.74377256317689E+018,419,1998,7
1998.62,589,1.56129032258065E-004,3.51290322580645E+018,418,1998,8
1998.70,558,1.60465949820789E-004,3.61048387096774E+018,407,1998,9
1998.79,536,1.83880597014925E-004,4.13731343283582E+018,448,1998,10
1998.87,552,1.66594202898551E-004,3.74836956521739E+018,418,1998,11
1998.95,576,1.52395833333333E-004,3.42890625000000E+018,399,1998,12
1999.04,618,1.49514563106796E-004,3.36407766990291E+018,420,1999,1
1999.12,623,1.46902086677368E-004,3.30529695024077E+018,416,1999,2
1999.20,609,1.54975369458128E-004,3.48694581280788E+018,429,1999,3
1999.29,593,1.62866779089376E-004,3.66450252951096E+018,439,1999,4
1999.37,601,1.63627287853577E-004,3.68161397670549E+018,447,1999,5
1999.45,584,1.49931506849315E-004,3.37345890410959E+018,398,1999,6
1999.54,568,1.53380281690141E-004,3.45105633802817E+018,396,1999,7
1999.62,632,1.62563291139241E-004,3.65767405063291E+018,467,1999,8
1999.70,687,1.53711790393013E-004,3.45851528384279E+018,480,1999,9
1999.79,719,1.48400556328234E-004,3.33901251738526E+018,485,1999,10
1999.87,735,1.30503401360544E-004,2.93632653061225E+018,436,1999,11
1999.95,757,1.30779392338177E-004,2.94253632760898E+018,450,1999,12
2000.04,728,1.43241758241758E-004,3.22293956043956E+018,474,2000,1
2000.12,759,1.44057971014493E-004,3.24130434782609E+018,497,2000,2
2000.20,795,1.12905660377359E-004,2.54037735849057E+018,408,2000,3
2000.29,788,1.20050761421320E-004,2.70114213197970E+018,430,2000,4
2000.37,846,1.18321513002364E-004,2.66223404255319E+018,455,2000,5
2000.45,899,1.15995550611791E-004,2.60989988876529E+018,474,2000,6
2000.54,958,1.07933194154489E-004,2.42849686847599E+018,470,2000,7
2000.62,908,1.05396475770925E-004,2.37142070484582E+018,435,2000,8
2000.70,868,1.14562211981567E-004,2.57764976958525E+018,452,2000,9
2000.79,811,1.12034525277435E-004,2.52077681874229E+018,413,2000,10
2000.87,889,1.17300337457818E-004,2.63925759280090E+018,474,2000,11
2000.95,859,1.01164144353900E-004,2.27619324796275E+018,395,2000,12
2001.04,820,1.00073170731707E-004,2.25164634146341E+018,373,2001,1
2001.12,761,1.13902759526938E-004,2.56281208935611E+018,394,2001,2
2001.20,723,1.28105117565699E-004,2.88236514522822E+018,421,2001,3
2001.29,866,1.30831408775982E-004,2.94370669745958E+018,515,2001,4
2001.37,789,1.19062103929024E-004,2.67889733840304E+018,427,2001,5
2001.45,769,1.24733420026008E-004,2.80650195058518E+018,436,2001,6
2001.54,757,1.24385733157199E-004,2.79867899603699E+018,428,2001,7
2001.62,809,1.17750309023486E-004,2.64938195302843E+018,433,2001,8
2001.70,804,1.16293532338308E-004,2.61660447761194E+018,425,2001,9
2001.79,844,1.08436018957346E-004,2.43981042654028E+018,416,2001,10
2001.87,798,1.20751879699248E-004,2.71691729323308E+018,438,2001,11
2001.95,775,1.14116129032258E-004,2.56761290322581E+018,402,2001,12
2002.04,851,1.01856639247944E-004,2.29177438307873E+018,394,2002,1
2002.12,767,1.19035202086050E-004,2.67829204693611E+018,415,2002,2
2002.20,798,1.21027568922306E-004,2.72312030075188E+018,439,2002,3
2002.29,804,1.24228855721393E-004,2.79514925373134E+018,454,2002,4
2002.37,801,1.20299625468165E-004,2.70674157303371E+018,438,2002,5
2002.45,785,1.10700636942675E-004,2.49076433121019E+018,395,2002,6
2002.54,830,1.18216867469880E-004,2.65987951807229E+018,446,2002,7
2002.62,889,1.06659167604050E-004,2.39983127109111E+018,431,2002,8
2002.70,841,1.07776456599287E-004,2.42497027348395E+018,412,2002,9
2002.79,820,1.29853658536585E-004,2.92170731707317E+018,484,2002,10
2002.87,870,1.22390804597701E-004,2.75379310344828E+018,484,2002,11
2002.95,849,1.24899882214370E-004,2.81024734982332E+018,482,2002,12
2003.04,822,1.26861313868613E-004,2.85437956204379E+018,474,2003,1
2003.12,821,1.38002436053593E-004,3.10505481120585E+018,515,2003,2
2003.20,808,1.43217821782178E-004,3.22240099009901E+018,526,2003,3
2003.29,833,1.39975990396159E-004,3.14945978391357E+018,530,2003,4
2003.37,844,1.53270142180095E-004,3.44857819905213E+018,588,2003,5
2003.45,903,1.49102990033223E-004,3.35481727574751E+018,612,2003,6
2003.54,853,1.44173505275498E-004,3.24390386869871E+018,559,2003,7
2003.62,834,1.50623501199041E-004,3.38902877697842E+018,571,2003,8
2003.70,800,1.47125000000000E-004,3.31031250000000E+018,535,2003,9
2003.79,844,1.35805687203791E-004,3.05562796208531E+018,521,2003,10
2003.87,1026,1.22222222222222E-004,2.75000000000000E+018,570,2003,11
2003.95,840,1.35142857142857E-004,3.04071428571429E+018,516,2003,12
2004.04,852,1.40727699530516E-004,3.16637323943662E+018,545,2004,1
2004.12,766,1.39007832898172E-004,3.12767624020888E+018,484,2004,2
2004.20,715,1.52307692307692E-004,3.42692307692308E+018,495,2004,3
2004.29,691,1.39450072358900E-004,3.13762662807525E+018,438,2004,4
2004.37,664,1.40481927710843E-004,3.16084337349398E+018,424,2004,5
2004.45,663,1.44343891402715E-004,3.24773755656109E+018,435,2004,6
2004.54,700,1.51485714285714E-004,3.40842857142857E+018,482,2004,7
2004.62,685,1.26861313868613E-004,2.85437956204379E+018,395,2004,8
2004.70,660,1.34333333333333E-004,3.02250000000000E+018,403,2004,9
2004.79,601,1.41297836938436E-004,3.17920133111481E+018,386,2004,10
2004.87,667,1.57331334332834E-004,3.53995502248876E+018,477,2004,11
2004.95,651,1.53425499231951E-004,3.45207373271889E+018,454,2004,12
2005.04,757,1.69722589167768E-004,3.81875825627477E+018,584,2005,1
2005.12,675,1.60029629629630E-004,3.60066666666667E+018,491,2005,2
2005.20,656,1.62652439024390E-004,3.65967987804878E+018,485,2005,3
2005.29,634,1.54763406940063E-004,3.48217665615142E+018,446,2005,4
2005.37,692,1.51965317919075E-004,3.41921965317919E+018,478,2005,5
2005.45,647,1.51653786707883E-004,3.41221020092736E+018,446,2005,6
2005.54,663,1.47662141779789E-004,3.32239819004525E+018,445,2005,7
2005.62,686,1.56501457725948E-004,3.52128279883382E+018,488,2005,8
2005.70,755,1.47443708609272E-004,3.31748344370861E+018,506,2005,9
2005.79,629,1.44101748807631E-004,3.24228934817170E+018,412,2005,10
2005.87,603,1.59800995024876E-004,3.59552238805970E+018,438,2005,11
2005.95,603,1.67827529021559E-004,3.77611940298508E+018,460,2005,12
2006.04,582,1.53848797250859E-004,3.46159793814433E+018,407,2006,1
2006.12,552,1.56630434782609E-004,3.52418478260869E+018,393,2006,2
2006.20,522,1.79540229885057E-004,4.03965517241379E+018,426,2006,3
2006.29,519,1.80154142581888E-004,4.05346820809249E+018,425,2006,4
2006.37,506,1.81739130434783E-004,4.08913043478261E+018,418,2006,5
2006.45,508,1.96614173228346E-004,4.42381889763780E+018,454,2006,6
2006.54,521,1.70595009596929E-004,3.83838771593090E+018,404,2006,7
2006.62,519,1.83121387283237E-004,4.12023121387283E+018,432,2006,8
2006.70,514,1.80194552529183E-004,4.05437743190661E+018,421,2006,9
2006.79,496,1.92500000000000E-004,4.33125000000000E+018,434,2006,10
2006.87,500,1.88760000000000E-004,4.24710000000000E+018,429,2006,11
2006.95,546,2.10732600732601E-004,4.74148351648352E+018,523,2006,12
2007.04,492,2.15528455284553E-004,4.84939024390244E+018,482,2007,1
2007.12,498,1.88192771084337E-004,4.23433734939759E+018,426,2007,2
2007.20,484,2.03636363636364E-004,4.58181818181818E+018,448,2007,3
2007.29,463,2.08596112311015E-004,4.69341252699784E+018,439,2007,4
2007.37,459,2.13769063180828E-004,4.80980392156863E+018,446,2007,5
2007.45,456,2.04561403508772E-004,4.60263157894737E+018,424,2007,6
2007.54,459,2.05141612200436E-004,4.61568627450980E+018,428,2007,7
2007.62,463,2.06220302375810E-004,4.63995680345572E+018,434,2007,8
2007.70,453,2.24370860927152E-004,5.04834437086093E+018,462,2007,9
2007.79,455,2.06945054945055E-004,4.65626373626374E+018,428,2007,10
2007.87,462,2.08095238095238E-004,4.68214285714286E+018,437,2007,11
2007.95,453,2.12715231788080E-004,4.78609271523179E+018,438,2007,12
2008.04,462,2.36666666666667E-004,5.32500000000000E+018,497,2008,1
2008.12,465,2.45548387096774E-004,5.52483870967742E+018,519,2008,2
2008.20,462,2.51428571428572E-004,5.65714285714286E+018,528,2008,3
2008.29,464,2.41810344827586E-004,5.44073275862069E+018,510,2008,4
2008.37,465,2.12903225806452E-004,4.79032258064516E+018,450,2008,5
2008.45,463,2.28077753779698E-004,5.13174946004320E+018,480,2008,6
2008.54,457,2.06039387308534E-004,4.63588621444201E+018,428,2008,7
2008.62,445,1.95775280898876E-004,4.40494382022472E+018,396,2008,8
2008.70,437,1.99862700228833E-004,4.49691075514874E+018,397,2008,9
2008.79,437,2.16979405034325E-004,4.88203661327231E+018,431,2008,10
2008.87,429,1.98974358974359E-004,4.47692307692308E+018,388,2008,11
2008.95,426,1.96244131455399E-004,4.41549295774648E+018,380,2008,12
2009.04,421,1.94916864608076E-004,4.38562945368171E+018,373,2009,1
2009.12,414,2.05120772946860E-004,4.61521739130435E+018,386,2009,2
2009.20,407,2.14594594594595E-004,4.82837837837838E+018,397,2009,3
2009.29,398,2.14472361809045E-004,4.82562814070352E+018,388,2009,4
2009.37,389,2.01336760925450E-004,4.53007712082262E+018,356,2009,5
2009.45,393,1.90330788804071E-004,4.28244274809160E+018,340,2009,6
2009.54,393,2.14961832061069E-004,4.83664122137405E+018,384,2009,7
2009.62,396,2.13333333333333E-004,4.80000000000000E+018,384,2009,8
2009.70,389,2.01902313624679E-004,4.54280205655527E+018,357,2009,9
2009.79,390,1.93487179487180E-004,4.35346153846154E+018,343,2009,10
2009.87,397,1.91738035264484E-004,4.31410579345088E+018,346,2009,11
2009.95,390,1.79384615384615E-004,4.03615384615385E+018,318,2009,12
2010.04,398,1.96231155778895E-004,4.41520100502513E+018,355,2010,1
2010.12,436,1.85183486238532E-004,4.16662844036697E+018,367,2010,2
2010.20,448,1.90535714285714E-004,4.28705357142857E+018,388,2010,3
2010.29,475,1.99157894736842E-004,4.48105263157895E+018,430,2010,4
2010.37,462,2.00476190476191E-004,4.51071428571429E+018,421,2010,5
2010.45,471,2.05987261146497E-004,4.63471337579618E+018,441,2010,6
2010.54,478,1.93765690376569E-004,4.35972803347280E+018,421,2010,7
2010.62,489,1.97055214723926E-004,4.43374233128834E+018,438,2010,8
2010.70,483,1.84016563146998E-004,4.14037267080745E+018,404,2010,9
2010.79,483,1.80828157349897E-004,4.06863354037267E+018,397,2010,10
2010.87,496,1.78750000000000E-004,4.02187500000000E+018,403,2010,11
2010.95,499,1.64448897795591E-004,3.70010020040080E+018,373,2010,12
2011.04,488,1.85737704918033E-004,4.17909836065574E+018,412,2011,1
2011.12,486,1.82427983539095E-004,4.10462962962963E+018,403,2011,2
2011.20,513,1.82690058479532E-004,4.11052631578947E+018,426,2011,3
2011.29,568,1.70809859154930E-004,3.84322183098592E+018,441,2011,4
2011.37,534,1.83745318352060E-004,4.13426966292135E+018,446,2011,5
2011.45,599,1.67479131886477E-004,3.76828046744574E+018,456,2011,6
2011.54,576,1.76840277777778E-004,3.97890625000000E+018,463,2011,7
2011.62,568,1.71584507042254E-004,3.86065140845070E+018,443,2011,8
2011.70,568,1.68098591549296E-004,3.78221830985915E+018,434,2011,9
2011.79,590,1.42813559322034E-004,3.21330508474576E+018,383,2011,10
2011.87,549,1.48670309653916E-004,3.34508196721311E+018,371,2011,11
2011.95,516,1.54341085271318E-004,3.47267441860465E+018,362,2011,12
2012.04,542,1.68044280442804E-004,3.78099630996310E+018,414,2012,1
2012.12,574,1.59059233449477E-004,3.57883275261324E+018,415,2012,2
2012.20,644,1.58850931677019E-004,3.57414596273292E+018,465,2012,3
2012.29,557,1.57594254937163E-004,3.54587073608618E+018,399,2012,4
2012.37,555,1.61333333333333E-004,3.63000000000000E+018,407,2012,5
2012.45,590,1.62203389830509E-004,3.64957627118644E+018,435,2012,6
2012.54,662,1.51540785498489E-004,3.40966767371601E+018,456,2012,7
2012.62,649,1.44406779661017E-004,3.24915254237288E+018,426,2012,8
2012.70,610,1.37049180327869E-004,3.08360655737705E+018,380,2012,9
2012.79,610,1.37770491803279E-004,3.09983606557377E+018,382,2012,10
2012.87,601,1.36173044925125E-004,3.06389351081531E+018,372,2012,11
2012.95,587,1.29676320272572E-004,2.91771720613288E+018,346,2012,12
2013.04,571,1.40630472854641E-004,3.16418563922942E+018,365,2013,1
2013.12,565,1.42513274336283E-004,3.20654867256637E+018,366,2013,2
2013.20,595,1.54184873949580E-004,3.46915966386555E+018,417,2013,3
2013.29,590,1.37220338983051E-004,3.08745762711864E+018,368,2013,4
2013.37,667,1.47766116941529E-004,3.32473763118441E+018,448,2013,5
2013.45,675,1.46340740740741E-004,3.29266666666667E+018,449,2013,6
2013.54,656,1.34817073170732E-004,3.03338414634146E+018,402,2013,7
2013.62,644,1.49627329192547E-004,3.36661490683230E+018,438,2013,8
2013.70,630,1.37587301587302E-004,3.09571428571429E+018,394,2013,9
2013.79,598,1.36856187290970E-004,3.07926421404682E+018,372,2013,10
2013.87,610,1.34163934426230E-004,3.01868852459016E+018,372,2013,11
2013.95,635,1.27149606299213E-004,2.86086614173228E+018,367,2013,12
2014.04,630,1.47365079365079E-004,3.31571428571429E+018,422,2014,1
2014.12,670,1.35611940298508E-004,3.05126865671642E+018,413,2014,2
2014.20,650,1.28953846153846E-004,2.90146153846154E+018,381,2014,3
2014.29,639,1.38059467918623E-004,3.10633802816901E+018,401,2014,4
2014.37,620,1.26322580645161E-004,2.84225806451613E+018,356,2014,5
2014.45,658,1.27051671732523E-004,2.85866261398176E+018,380,2014,6
2014.54,640,1.15843750000000E-004,2.60648437500000E+018,337,2014,7
2014.62,607,1.30840197693575E-004,2.94390444810544E+018,361,2014,8
2014.70,640,1.44718750000000E-004,3.25617187500000E+018,421,2014,9
2014.79,636,1.36981132075472E-004,3.08207547169811E+018,396,2014,10
2014.87,648,1.48364197530864E-004,3.33819444444444E+018,437,2014,11
2014.95,703,1.48961593172120E-004,3.35163584637269E+018,476,2014,12
2015.04,674,1.34807121661721E-004,3.03316023738872E+018,413,2015,1
2015.12,672,1.34553571428571E-004,3.02745535714286E+018,411,2015,2
2015.20,709,1.47080394922426E-004,3.30930888575458E+018,474,2015,3
2015.29,684,1.36052631578947E-004,3.06118421052632E+018,423,2015,4
